Geneid	pOka_M1_3
51701	329
27346	1293
90410	248
7126	1508
26073	2293
147007	432
645832	0
7448	186
23098	244
113235	113
9058	0
8456	0
9094	456
94005	1553
230	1247
10615	1105
124923	51
9703	5407
6388	616
6830	3533
147011	47
83871	1511
100861437	0
6147	12777
116238	132
284086	66
9618	742
55731	423
26284	908
2319	1736
147015	176
57649	815
124925	2
51268	0
399687	1454
9220	5
1411	1
57532	1892
57551	2056
116236	306
90313	522
28964	1875
124930	293
84940	15
85464	308
374786	4
84081	393
6532	3
642	586
388364	0
1362	2123
9527	608
26083	1
51379	160
79915	159
79736	133
55803	14
84282	196
4763	1625
4974	0
2124	21
2123	3
84440	56
55352	714
55813	599
23512	1055
114659	113
55288	961
162494	1
64149	253
7756	2898
5717	1126
8851	65
4642	199
26022	1539
124912	0
40	393
6347	1419
6354	0
6356	1
6355	0
6357	0
6346	0
400591	0
124842	0
10693	21
91603	234
3980	268
117584	347
5892	134
54752	44
54475	357
146862	0
146861	0
162394	608
91607	0
55106	0
146857	0
100506736	0
342618	0
5193	210
163	6431
91608	104
246176	1
146853	1
79148	33
8148	2198
256957	3
6352	0
201299	34
57151	0
6360	0
6358	0
6359	0
6368	0
6362	1
6348	0
6351	0
414062	0
388372	0
9560	0
101060321	1
6349	0
414059	2
9326	458
80179	823
284098	106
79893	1041
79154	258
79922	160
3975	0
26574	1236
31	2035
284099	0
6871	176
11072	609
11276	748
11056	557
6928	0
414060	0
729877	0
101060376	0
729873	0
102724862	0
101060389	0
102723859	0
84218	2
101060351	0
84311	1184
440435	1
30837	406
57636	1536
80725	9
100170841	114
4302	2212
284106	490
7703	301
5691	1760
8396	1377
54883	365
388381	0
9349	21332
3927	6484
494188	0
57125	5
390790	0
782	189
6143	26809
342667	1
84961	284
5469	1419
51755	1141
4761	0
84152	0
10948	725
8557	5
5409	0
93210	277
2064	1331
84299	732
2886	133
22806	1
124626	0
55876	45
94103	719
100505591	1
284110	0
5709	2366
1440	0
9862	1402
7067	545
9572	242
339287	1017
22794	1200
51195	93
147179	961
990	757
5914	742
125111	127
7153	4399
3487	0
84951	0
1236	0
6605	2011
125113	0
192666	0
147183	0
353288	0
342574	0
162605	0
3858	219
147184	104
3859	0
54474	1
25984	1
390792	0
125115	0
85293	0
83897	0
83896	0
83895	2
728255	0
81850	0
81851	0
81872	0
728279	0
730755	12
85294	0
100132476	0
728224	0
100132386	1
653240	0
83755	0
81871	1
85289	0
84616	0
85290	0
85291	0
85285	0
728318	0
83899	0
81870	0
83900	0
83901	0
85280	0
100507608	0
100505724	0
100533177	0
100505753	0
83902	1
3883	0
3884	999
3885	245
3881	58
8688	16
8687	1
3882	125
3886	1
8689	4
3860	292
3866	7
3880	3
3857	0
3861	0
3868	0
3872	0
10209	4801
2520	1
9001	0
3728	1121
10609	586
60681	2174
115024	465
317719	1
55175	78
47	3531
83538	37
1267	1548
7266	1305
28511	790
201181	4
79132	145
2648	1030
94086	1
5878	3472
23415	0
3060	0
84514	128
6777	378
6776	5
6774	1242
284119	1370
535	1099
4669	1962
3292	309
80347	1139
6945	784
29893	118
162427	447
7283	1328
27175	293
79990	315
2826	17
8506	547
2145	706
10266	2
84313	1162
65266	32
28958	588
124817	12
8678	886
10197	2359
314	19
8639	10
2538	0
80755	0
100885850	1
100885848	0
146923	394
6155	10820
3430	295
10493	5310
8153	14
672	552
4077	2695
113277	35
379	387
1659	1183
2118	144
4222	0
50964	1
1845	3852
284067	1
4356	143
146894	0
4355	749
5539	0
5697	0
162417	59
84336	904
124801	759
92579	2962
10014	887
78995	160
92591	127
79089	1039
56970	1461
7343	2127
6521	2
10900	6
51629	4157
2896	23754
284069	322
3674	18
23131	1506
2535	1604
284071	16
124808	830
80174	150
4185	126
10052	1040
51751	4
9343	2774
388389	154
2670	6
146909	499
10882	1481
79877	924
4836	3984
113026	9674
79777	567
10614	1717
124790	252
752	116
124783	1
9020	358
201176	140
9842	719
104909134	68
1394	0
162540	0
4137	85
246744	0
284058	693
9884	11
100506084	4
51326	6
474170	6
4905	1771
7473	109
7484	0
9570	1319
388394	0
996	2361
4635	0
3690	122
124989	26
9520	4293
3837	9858
9755	363
30009	0
114881	354
124995	1076
90506	37
90507	626
80320	8
6668	384
55163	1258
79170	3
80279	2227
51226	473
4779	13571
10951	3192
29916	406
8631	2
3211	0
3212	0
3213	0
3214	0
3215	0
3216	0
3217	0
3218	0
3219	0
84366	0
360205	0
10481	1
284076	200
10241	5425
516	1712
65264	3869
11267	1709
2695	4
10642	3
124872	0
2793	0
51225	0
162466	2
22834	358
5245	5014
4804	2
11248	1
8405	1156
10237	1092
81558	242
11143	1264
255061	0
729220	4
1748	0
1747	1
3675	52089
5164	1617
201191	29
84687	2148
6442	9
1277	150
162461	5
64132	1502
51264	779
146956	287
55379	3945
80221	611
1101	14
55316	698
84073	3
55040	13
64847	2577
8913	5
8714	2165
91369	1255
51747	4177
124857	0
10140	913
9043	2554
654364	35
4830	1908
4831	337
54799	574
51096	898
56934	0
100506650	0
84643	0
10040	987
1353	941
252983	197
3131	137
23531	232
55273	0
58488	227
162282	2
9241	14
339210	51
8526	304
7706	1817
8161	536
59342	943
8165	880
124540	522
101927581	0
51649	959
404093	1165
7716	2295
6426	3662
140735	875
26689	0
124538	0
8288	5
54903	251
4025	0
4353	0
9256	211
6827	1785
54894	6
124535	0
9110	989
5414	189
284083	0
56155	5
5889	654
22843	51
4591	1420
348235	1112
55771	1463
55181	613
284161	58
388403	223
79665	2905
1213	11470
51651	729
81671	1945
51174	101
6198	1000
51136	164
63897	543
762	1
84669	1835
124773	0
10513	1212
8493	749
54828	404
6909	141
388407	1
9496	0
342538	0
83990	419
57508	462
9969	1484
146779	0
339175	368
11011	1066
9902	1842
162333	1
26115	260
1534	494
1636	9
81033	0
10238	4050
51204	725
4215	848
80774	93
92335	647
57003	3024
11325	3745
117246	1505
5705	2499
6603	1896
1443	0
2689	0
1442	0
1444	0
2688	0
974	3
6329	1
92340	7
3384	0
2081	33
55852	1225
5175	2
284021	12
11232	161
1655	13219
90799	719
64750	669
374819	144
10672	1780
8787	45
8313	66
201134	181
350	0
5578	2735
27091	0
27092	0
786	0
9931	870
5718	1554
26207	55
25926	1118
2186	2075
284018	216
3838	6323
51321	1927
22901	453
9120	65
5573	4677
55062	596
54757	8
10351	8
10350	1
23460	1
10349	3
23461	176
5608	31
3773	0
3759	34
6662	1060
201266	262
6752	1
9382	1023
84923	1012
55028	761
642843	1
23580	901
54549	6
100134391	0
6169	8689
94015	136
64446	0
124602	0
388419	0
350383	0
55890	2
11314	0
124599	0
10871	0
100131439	0
146723	0
342510	0
326624	27
146722	0
9368	15515
26151	606
54868	767
2905	15
2232	1501
283985	0
124590	0
92736	0
347741	0
283987	159
30850	828
3396	539
10476	2253
23510	920
9121	1
79637	247
30833	765
51155	1581
6613	4878
79902	934
23163	853
51081	1276
57409	608
60386	295
2885	1895
9772	2208
57513	375
283989	347
3993	210
80022	59
9400	617
643008	2
100130933	36
29115	1635
3691	3893
2584	670
3021	9202
85451	766
201294	1109
23558	5775
91107	1175
201292	753
64978	1030
85302	203
51	816
100134934	173
1018	65
2125	0
6730	1887
8811	4
353174	2
23265	3299
2302	1
114804	469
283991	588
84074	55
5635	826
8877	461
63893	990
15	3
79651	630
114757	0
768206	0
10610	35
55808	0
439921	3681
23210	531
124512	678
6427	3930
79157	283
146664	475
6397	2642
10801	9467
57690	160
11322	81
147138	2
100141515	0
9144	3074
7083	1860
125061	560
332	1685
283999	0
9021	134
9489	473
8632	40
9267	378
57602	999
7077	33441
100653515	5
3959	17711
124583	1769
114897	85
64772	406
146713	3
339221	0
84733	161
57332	121
8535	658
125058	1457
55036	81
2548	2389
9775	1299
79092	12
6448	444
284129	76
57674	3129
284131	202
4884	0
57521	942
79643	615
10458	2045
9625	14
22994	500
146705	308
284184	1147
124565	2492
284186	0
100130370	0
57597	43
71	92297
25794	12
80233	793
55666	3250
83882	6071
5148	28
339229	551
339230	832
339231	318
9146	2421
6182	1690
1468	1031
2642	2
348262	812
116729	2
5034	34563
396	6086
10189	1414
51529	907
256933	60
5833	1051
51547	486
4097	1092
5831	1917
255275	2
147111	1
79058	466
201254	1165
201255	540
5881	694
51181	769
5986	847
2873	2413
64118	1250
2194	6902
284001	579
9123	17215
1453	3199
924	0
6398	0
400629	6
2837	0
79701	968
284004	320
79415	992
26502	1158
3607	1758
56270	2461
10966	173
79672	654
64122	313
6904	3605
79755	2
146712	108
284207	428
9097	1571
9984	372
81035	55
1068	0
27098	4
494514	58
7298	820
55556	616
7525	837
116	152
64863	215
10403	498
23347	1221
84034	36
9663	1392
8736	5
10627	5252
103910	10014
7050	861
9229	0
642597	0
7541	244
23136	2365
645369	0
91133	99
79822	32
284217	3
339291	0
5797	1141
201475	620
23255	615
4729	1307
23253	574
57045	1289
10928	1634
9989	1286
11031	1654
84203	0
9218	2458
147495	653
8774	585
63895	0
646000	0
2774	27
57132	1350
65258	157
3613	297
342850	0
1149	0
84617	4634
10939	1401
10650	108
56907	1330
56984	1009
79959	153
5771	316
81929	650
55125	689
753	8
125228	387
8731	1136
4161	0
4158	0
162655	52
388468	0
102724631	0
374860	149
6093	1048
80000	71
114799	445
6632	1180
171586	225
57534	1150
2627	315
64693	0
5932	1096
91768	431
85019	132
8780	1572
29919	282
4864	2557
147463	68
3909	818
125488	243
26256	203
114876	1431
55364	733
59340	1
25925	25
6760	1384
143471	0
6875	110
284252	317
361	0
83539	0
1000	4627
1825	504
1824	407
1823	22
1828	0
147409	0
1830	0
1829	3141
7276	1
9331	247
147407	0
22878	646
54941	30
51444	426
4225	2
64762	176
57565	0
374864	1
80816	0
8715	13
1837	517
10982	1312
84307	193
100101467	271
7572	1314
252884	47
125476	643
2589	4449
83608	279
55197	1159
25800	2260
55250	826
55034	19
80206	477
25941	3028
57536	110
56853	19
5289	751
6014	0
6860	1
26040	133
8170	0
6563	1
284266	3
57724	1224
9050	254
498	8264
115106	334
147339	496
494470	0
125336	0
29906	3
9063	394
83473	30
100506888	0
728929	0
162699	0
51224	0
84064	587
51124	851
652991	0
4087	1908
201501	2
9811	1215
4092	261
54808	808
100526842	1
497661	70
6139	928
9388	117
10449	1377
4645	361
220136	16
4152	856
30827	725
220134	185
5596	0
83876	0
4200	1170
55520	107
4089	924
51320	887
1630	0
8932	1083
11201	326
147323	1
162681	253
284254	0
5874	204
80323	0
6925	86
9352	1765
23335	415
284257	0
51046	0
9480	83
2235	612
4677	4257
100505549	41
5205	1207
23327	821
115701	34
101927322	2
10892	379
55205	488
90701	362
2922	0
30062	4
339302	6
3998	4644
147372	518
5366	213
4160	2
28316	0
220441	3
23556	673
57614	745
8792	97
54877	508
23239	1149
596	110
2531	1157
9525	1110
5268	0
89777	0
5275	0
6318	0
6317	0
89778	0
8710	41
5055	7
5273	0
284293	0
5271	263
1005	5
28513	0
92126	312
54495	1062
79839	5
220164	50
10666	7
25914	309
9306	722
220158	0
147381	1
81832	0
201456	4
29090	518
1528	460
644041	0
125704	0
55748	1135
84735	1
55628	179
284273	510
10194	225
284274	0
9658	137
400658	0
7776	292
4155	1269
2587	0
27164	0
374868	238
4772	80
9150	282
26251	2
80148	568
440498	467
10907	1201
79863	363
22850	663
84552	118
81099	0
8612	250
54531	254
51298	0
126567	0
25759	25
284451	0
8174	7
91978	213
997	812
3004	2
682	27955
610	153
5442	943
27006	3
55658	687
10272	4498
400668	0
5064	510
126353	2
5725	5006
79948	1
566	0
5657	0
1991	1
1675	41
10025	751
91300	573
84634	0
1820	46
57418	581
116444	5
91304	2878
1265	1872
10347	234
23526	113
5434	2290
2879	7517
22904	559
6794	1125
255057	59
513	1694
90007	444
1153	1894
55009	454
1943	6
84939	722
374291	704
2593	991
26528	1676
6209	11157
10297	239
148223	340
54760	87
92840	119
339366	164
126520	0
399664	364
53615	1518
10975	2522
6929	1465
390874	0
148229	44
57455	354
83855	432
81926	887
113179	54
113178	814
1455	1465
55643	1962
2872	1449
126308	361
113177	16
8943	3702
84444	684
55111	728
8175	669
268	72
126306	0
4946	6850
374872	1
645191	0
51690	601
56928	457
360200	18
26517	963
84823	2062
4616	1487
2788	23
148252	91
29985	483
6449	1636
7064	983
115196	58
148254	109
80032	0
126295	117
58492	62
79816	12
7089	73
166	4753
2767	874
2769	0
8698	1
56926	1536
60680	2
4782	1548
284422	0
83475	182
51343	803
100128569	64
126321	612
10362	1371
126326	2
6915	22
58509	397
23396	831
27134	1
9546	246
116541	287
84839	0
4145	0
23217	0
85300	0
27231	0
1613	1163
1938	67029
51588	409
51341	1306
5605	2635
84699	1
51548	411
170961	65
10148	7
55702	337
56961	0
126259	0
79187	359
55620	462
84954	190
6455	1762
10036	667
80700	2183
84717	1233
729359	10
440503	0
116844	0
10501	505
126282	195
56005	1983
91039	1445
100131094	21
55527	382
148022	233
10226	1685
645432	1
29128	405
23030	1030
5802	547
148066	0
9667	1010
6294	1210
125988	802
374875	303
25873	7046
9361	2099
257062	1
163154	9
56931	167
4902	2
2528	0
2525	2
2527	0
126328	1751
400673	43
828	49
8498	1133
5990	314
81616	3
4298	1153
125981	2
8192	1004
84266	362
5623	8
2962	1872
8570	2643
284427	8
79085	1877
92359	3
79958	4
10382	538
8744	123
970	97
8740	0
718	563
56927	1042
9322	1132
10045	8
7409	2
2015	93
284428	0
653656	0
125997	0
653657	0
79230	83
3643	633
23370	510
92960	77
374877	5
140467	1137
57192	375
10908	1403
57662	194
56949	537
100131801	307
126006	6
6813	563
56729	0
199675	0
126003	696
2208	0
339390	0
30835	0
10332	0
115704	404
80164	231
80131	343
5609	641
100507588	23
6618	306
404217	455
10469	516
1994	1139
6370	0
84467	0
79603	623
51293	1450
4701	780
256949	68
51129	265
9230	1348
51257	420
4670	3345
84106	1
84330	84
4542	21
81794	0
284382	0
284383	0
148156	109
85509	0
94025	0
125963	0
390882	0
125962	0
390883	0
57693	537
162998	1
125958	0
26648	0
374879	31
84527	112
100529215	1
7730	0
10781	196
147741	0
79088	29
7675	65
93134	624
54811	267
162993	26
54850	344
59286	1463
5300	1221
93145	8
50509	1
50700	2
55337	514
83854	7
56342	29
692312	0
5032	22
8666	2456
1786	1640
9294	39
51073	1139
3383	155
3386	0
7087	0
100125288	30
112812	267
125950	913
3385	160
7297	937
11140	4117
5141	17
9817	1028
53637	154
84971	220
65095	461
1032	248
10053	403
57153	1959
3609	5370
81890	479
1785	2270
11018	436
255809	1
10498	1088
78992	872
90580	122
6597	2440
3949	2170
147841	514
25959	4912
57572	349
55908	1
26526	0
9545	161
374882	1654
126075	96
64748	487
126074	45
2057	323
57139	243
115948	43
5589	5207
1995	1
115950	82
51295	373
1264	0
84337	778
54	62
199692	228
55552	66
126068	72
126069	6
126070	71
90594	1
7620	0
90592	117
284390	4
163059	30
729747	4
284391	9
7568	41
90589	15
7695	49
51710	79
147837	34
79973	4
10224	33
90576	36
163051	27
163050	118
57474	57
163049	229
4125	1732
84292	176
51398	1148
1725	605
105372280	2
84261	182
30000	1989
79002	2480
439	2092
54831	0
29911	248
3726	874
7001	4723
10535	744
83546	5
22983	82
1777	1292
10661	0
2639	217
256126	30
2193	1406
811	34542
5886	1888
90480	1075
199699	2
4784	796
4066	22
55621	639
112939	1187
8677	789
9592	482
773	0
81576	341
84245	588
28974	1101
65249	270
342977	6
79173	31
54862	580
79883	14
90379	317
5989	164
117579	0
9466	44
342979	0
113230	50
646457	0
90378	436
5566	1288
55723	1005
22859	253
976	203
10212	938
5585	4319
5731	5
10755	3487
3337	3738
9524	2210
4713	1624
388512	0
84658	0
84449	89
30817	0
26664	1
26659	0
390892	0
26333	0
26658	0
6511	0
126402	0
23581	0
126370	0
85360	919
10994	1031
4854	7
79852	0
23476	790
10270	424
26993	812
58525	676
64926	0
114770	0
126410	0
11283	0
4051	3
66002	1
26538	0
26532	0
284433	0
26539	0
102724279	0
8529	0
57834	0
126541	0
7171	9709
4218	1243
84941	5
117286	0
26017	1557
8907	1394
10365	88
58513	897
125972	0
84167	158
10523	584
79939	1429
9441	285
79086	676
79041	99
284434	6
23309	906
9002	0
27151	0
93323	205
4650	1465
55850	356
79629	332
2063	1088
83878	0
29086	1425
126549	13
79575	485
64981	1175
79016	900
57719	284
84705	248
83483	0
684	77
93343	756
100130519	14
115861	0
376497	268
25796	1101
199786	0
79709	2888
23025	4
55201	540
23149	42
10331	24
3640	1
3718	31
6142	18879
6528	0
115098	1303
3780	0
27106	179
3594	0
23031	206
5296	2904
10437	371
84769	299
5864	80
5143	4
80726	42
3727	2182
25804	1920
54858	649
9518	14
126364	2
170463	978
51477	127
8178	255
23770	5561
79036	1607
7311	10983
55049	366
9244	0
25789	38
55295	131
23373	281
1311	0
5976	1855
2657	0
10715	107
11316	2136
54555	717
9454	924
10147	1787
93436	442
284439	124
54929	501
4207	5
100271849	0
729991	156
8625	491
126382	206
1463	2
404037	0
53345	0
57794	601
23383	726
54815	791
83983	25
51079	2108
374887	47
148113	5
80714	30
9170	76
51291	192
57130	1304
94039	78
7561	50
440515	71
56242	102
81931	23
91120	15
7643	35
90649	77
100129842	96
199777	2
7639	29
80264	128
148206	199
170959	100
7562	99
284443	106
353088	59
163227	66
7594	0
7757	0
113835	1
163223	0
100287226	0
148198	0
57615	0
7652	0
388523	0
100129543	1
7644	233
171392	121
148213	37
730087	1
9534	204
7386	1236
342865	0
10775	645
79156	89
83636	339
898	164
8725	966
9745	1
57616	29
100507527	0
22847	397
147991	459
9141	827
84079	545
388531	31
390916	248
91646	1
11136	0
84902	312
91442	85
85415	336
55094	204
126248	9
4037	964
56301	0
1050	15
1054	297
5184	1371
64377	0
79047	1
26065	1910
9710	590
2821	8979
84306	124
10054	1681
126374	273
284402	0
55900	119
339318	104
148103	31
90075	43
126375	38
57655	863
6324	27
3249	1
5349	0
163175	0
5348	0
53822	0
53827	559
148109	0
51599	396
7392	1250
57817	0
4099	0
933	23
2864	0
2865	0
2867	0
388533	1
93099	1098
374897	8
26330	115
10430	1755
495	0
23354	306
79171	1089
2116	20
1340	2670
11045	1
27033	1
9757	610
79713	36
199746	77
55851	913
55957	104
126393	12
148137	125
115703	120
58510	0
4868	2
84063	3
333	1826
84807	51
10870	9
7305	0
79414	252
644096	161
163183	4
84964	222
101927572	1
25999	305
199745	103
284403	221
728361	0
5438	502
1155	853
826	6763
1346	0
147929	37
7705	1398
57677	100
284406	0
84924	87
339324	251
57711	230
84911	70
92283	80
163081	119
342892	16
728485	1
388536	61
25850	30
374899	34
374900	35
147923	99
199704	73
92285	56
163087	62
284459	322
84503	46
148266	37
148268	12
390927	12
163255	12
51276	32
22835	90
163115	0
84775	92
126231	11
83889	0
23094	910
8193	29
94274	0
10653	1494
90522	1026
64073	0
9424	82
57828	10
5714	2815
199720	21
399473	206
147965	140
115727	0
6261	0
11184	7
27335	2617
81	21567
147968	11
3963	0
653499	0
3960	1
1891	1439
3191	3566
126432	14
22933	874
4793	233
643669	1
54938	291
6183	638
115290	576
126433	193
390928	0
10298	838
342897	1
342898	0
282617	0
101180976	0
282616	0
282618	0
57622	80
9535	1
55095	1627
54623	1112
55588	1137
7538	135
64857	249
6217	14280
6829	2046
92609	918
10683	29
348303	0
126272	53
163126	209
29124	0
148003	0
56891	0
1178	0
342900	0
9149	392
2091	2535
8857	0
5704	1710
339327	59
163131	161
284323	214
4294	173
148014	1
79935	7
208	1995
126526	203
23646	3448
147746	0
57716	68
29950	130
29946	348
645	901
57731	15
92799	757
8425	1046
9253	389
79934	255
80271	210
284325	215
6626	1203
8190	4
53916	167
112398	683
1548	0
1549	0
1555	1
1553	0
1572	0
29785	1
558	5497
11100	5633
90324	383
7040	1064
80776	27
641649	37
56915	278
593	834
374907	4
55101	546
100170765	1
90273	0
1089	0
1087	0
1048	0
4680	0
1084	0
147719	0
63946	0
6223	14284
973	12
9138	968
10567	1273
478	166
2901	403
64763	394
5452	5
162989	588
116115	208
2931	1289
2077	1183
23152	1696
5050	443
284338	16
284339	2
1954	2888
84518	5
3991	223
284340	2
634	23
1088	0
5671	50
440533	7
5669	1556
5675	6
5676	10
5680	27
5670	36
5673	78
5672	5843
5678	74
57126	27
83639	1
27076	23
653583	188
23474	710
284346	35
7515	679
390940	61
126298	193
79177	207
126299	378
100170229	7
199731	2003
5329	350
56269	0
56006	783
3783	343
284348	1
284349	62
342908	36
7596	190
7638	17
7711	107
7773	63
7673	45
7766	80
342909	41
7767	178
7768	76
10780	108
7769	245
7770	231
353355	47
9310	30
7771	169
26974	70
7772	120
7733	149
125931	0
147710	3
5817	1684
56971	172
388551	0
602	206
23624	0
4059	1023
5819	1826
10452	1527
348	64
341	65
346	0
344	0
1209	2388
5971	77
11129	369
162979	16
79760	279
284352	949
284353	7
79090	169
388552	156
90332	2
57787	653
1158	6
147700	188
2068	774
10848	980
10849	90
2067	1071
2354	28
6253	174
147699	45
7408	1189
80207	479
2828	0
24139	222
2696	30
6633	1836
54814	332
23403	192
388553	0
147912	328
1760	844
1762	555
81492	0
8189	1386
3171	0
26145	407
339344	101
339345	0
4858	0
729440	91
8993	1
444882	2
388555	2
147920	1
374918	13
64344	0
5536	1461
83987	0
55228	359
100506012	7
57469	0
808	3728
5739	0
94235	0
147906	5
25865	485
29888	1465
79147	328
6510	919
1175	1915
2909	3213
4861	42
54958	353
23211	402
10055	2308
27113	275
26093	208
255783	94
728	9
27202	0
9704	285
56917	51
6543	3
11133	141
8775	1468
84215	0
29998	132
30846	3175
29997	3874
6415	953
284355	1
1406	0
6822	0
