Geneid	pOka_WT_2
4239	12
7732	3
6187	1341
55244	358
224	3166
146802	13
218	3
9706	508
11216	479
92521	2119
284194	1
256223	0
339184	0
23326	3483
25979	199
8834	571
256302	372
5606	692
3768	1
100134444	0
339263	91
100462977	0
26118	1328
8844	74
3965	6
4843	0
201229	115
51701	332
27346	1405
90410	247
7126	1489
26073	2178
147007	423
645832	1
7448	200
23098	272
113235	152
9058	0
8456	0
9094	483
94005	1457
230	1054
10615	1170
124923	48
9703	4958
6388	616
6830	3390
147011	37
83871	1586
100861437	0
6147	12876
116238	89
284086	60
9618	767
55731	423
26284	969
2319	1775
147015	146
57649	809
124925	2
51268	2
399687	1299
9220	6
1411	0
57532	1923
57551	2062
116236	340
90313	519
28964	1983
124930	298
84940	23
85464	337
374786	13
84081	446
6532	2
642	648
388364	0
1362	2238
9527	583
26083	0
51379	183
79915	150
79736	154
55803	13
84282	197
4763	1480
4974	0
2124	18
2123	2
84440	59
55352	828
55813	594
23512	1157
114659	114
55288	908
162494	0
64149	246
7756	2760
5717	1168
8851	58
4642	167
26022	1694
124912	0
40	442
6347	1347
6354	0
6356	0
6355	0
6357	0
6346	0
400591	0
124842	0
10693	11
91603	235
3980	256
117584	360
5892	127
54752	34
54475	344
146862	0
146861	0
162394	587
91607	0
55106	0
146857	0
100506736	0
342618	0
5193	213
163	5943
91608	75
246176	5
146853	1
79148	28
8148	1985
256957	1
6352	0
201299	40
57151	0
6360	0
6358	0
6359	1
6368	0
6362	0
6348	0
6351	0
414062	0
388372	0
9560	0
101060321	6
6349	0
414059	1
9326	425
80179	862
284098	107
79893	996
79154	238
79922	138
3975	0
26574	1231
31	2093
284099	0
6871	173
11072	620
11276	763
11056	586
6928	0
414060	0
729877	0
101060376	0
729873	0
102724862	0
101060389	0
102723859	0
84218	0
101060351	0
84311	1091
440435	1
30837	396
57636	1621
80725	11
100170841	104
4302	1967
284106	544
7703	363
5691	1688
8396	1361
54883	350
388381	1
9349	21876
3927	6191
494188	0
57125	7
390790	0
782	185
6143	26800
342667	0
84961	259
5469	1342
51755	1134
4761	0
84152	0
10948	847
8557	3
5409	0
93210	255
2064	1291
84299	767
2886	122
22806	1
124626	0
55876	50
94103	777
100505591	0
284110	0
5709	2426
1440	0
9862	1259
7067	532
9572	219
339287	1155
22794	1079
51195	87
147179	913
990	805
5914	873
125111	103
7153	4745
3487	0
84951	0
1236	0
6605	2015
125113	0
192666	0
147183	0
353288	0
342574	0
162605	0
3858	269
147184	131
3859	0
54474	0
25984	3
390792	0
125115	0
85293	0
83897	0
83896	0
83895	0
728255	0
81850	0
81851	0
81872	0
728279	0
730755	20
85294	0
100132476	0
728224	0
100132386	0
653240	0
83755	0
81871	0
85289	0
84616	0
85290	0
85291	0
85285	0
728318	0
83899	0
81870	0
83900	0
83901	0
85280	0
100507608	0
100505724	0
100533177	0
100505753	0
83902	0
3883	1
3884	1129
3885	220
3881	61
8688	17
8687	5
3882	111
3886	1
8689	9
3860	193
3866	7
3880	1
3857	0
3861	0
3868	0
3872	0
10209	5046
2520	0
9001	0
3728	929
10609	686
60681	1972
115024	462
317719	1
55175	101
47	3684
83538	22
1267	1611
7266	1193
28511	884
201181	2
79132	158
2648	957
94086	0
5878	3595
23415	0
3060	0
84514	105
6777	342
6776	4
6774	1161
284119	1386
535	956
4669	1906
3292	274
80347	1155
6945	909
29893	121
162427	414
7283	1370
27175	296
79990	336
2826	15
8506	541
2145	619
10266	5
84313	1291
65266	42
28958	588
124817	11
8678	872
10197	2166
314	21
8639	6
2538	0
80755	0
100885850	0
100885848	3
146923	406
6155	11147
3430	291
10493	5006
8153	16
672	565
4077	2441
113277	20
379	442
1659	1168
2118	165
4222	0
50964	0
1845	3912
284067	0
4356	163
146894	0
4355	786
5539	0
5697	2
162417	62
84336	821
124801	671
92579	2807
10014	858
78995	155
92591	97
79089	1033
56970	1491
7343	1936
6521	2
10900	7
51629	4076
2896	22861
284069	329
3674	13
23131	1457
2535	1783
284071	15
124808	827
80174	220
4185	99
10052	978
51751	4
9343	2781
388389	136
2670	1
146909	549
10882	1454
79877	916
4836	3701
113026	8829
79777	532
10614	1747
124790	232
752	108
124783	2
9020	372
201176	140
9842	700
104909134	69
1394	0
162540	0
4137	44
246744	0
284058	724
9884	4
100506084	2
51326	5
474170	11
4905	1648
7473	126
7484	2
9570	1262
388394	1
996	2402
4635	2
3690	143
124989	36
9520	4040
3837	9700
9755	335
30009	0
114881	338
124995	1156
90506	28
90507	523
80320	2
6668	421
55163	1160
79170	1
80279	2060
51226	530
4779	12308
10951	3259
29916	456
8631	0
3211	0
3212	0
3213	0
3214	0
3215	0
3216	0
3217	0
3218	0
3219	0
84366	0
360205	0
10481	0
284076	134
10241	5041
516	1712
65264	3572
11267	1782
2695	4
10642	5
124872	0
2793	1
51225	1
162466	2
22834	373
5245	4964
4804	1
11248	0
8405	1177
10237	1043
81558	206
11143	1199
255061	1
729220	4
1748	0
1747	0
3675	52605
5164	1539
201191	21
84687	2331
6442	14
1277	407
162461	7
64132	1412
51264	898
146956	309
55379	4233
80221	560
1101	8
55316	614
84073	0
55040	3
64847	2169
8913	5
8714	1931
91369	1347
51747	4078
124857	0
10140	904
9043	2631
654364	45
4830	1941
4831	351
54799	619
51096	860
56934	0
100506650	0
84643	0
10040	912
1353	1005
252983	170
3131	108
23531	243
55273	0
58488	227
162282	0
9241	14
339210	56
8526	375
7706	1564
8161	509
59342	897
8165	765
124540	462
101927581	0
51649	1040
404093	1143
7716	2386
6426	3772
140735	819
26689	0
124538	0
8288	5
54903	266
4025	0
4353	0
9256	162
6827	1784
54894	9
124535	1
9110	937
5414	231
284083	1
56155	5
5889	572
22843	46
4591	1430
348235	1286
55771	1709
55181	539
284161	57
388403	269
79665	2588
1213	11347
51651	799
81671	2085
51174	91
6198	1012
51136	163
63897	466
762	0
84669	1813
124773	1
10513	1213
8493	838
54828	356
6909	173
388407	2
9496	1
342538	2
83990	448
57508	431
9969	1493
146779	0
339175	362
11011	1014
9902	1507
162333	0
26115	217
1534	533
1636	10
81033	2
10238	4038
51204	677
4215	849
80774	74
92335	572
57003	3003
11325	3683
117246	1324
5705	2479
6603	1802
1443	0
2689	1
1442	0
1444	0
2688	0
974	0
6329	1
92340	4
3384	0
2081	16
55852	1179
5175	6
284021	11
11232	185
1655	13885
90799	787
64750	690
374819	107
10672	1783
8787	56
8313	71
201134	203
350	0
5578	2575
27091	0
27092	0
786	0
9931	789
5718	1628
26207	63
25926	1128
2186	2086
284018	211
3838	7526
51321	1833
22901	382
9120	59
5573	4554
55062	629
54757	2
10351	6
10350	10
23460	0
10349	6
23461	185
5608	30
3773	0
3759	38
6662	991
201266	257
6752	0
9382	925
84923	1025
55028	676
642843	1
23580	931
54549	2
100134391	0
6169	9133
94015	118
64446	0
124602	0
388419	0
350383	0
55890	3
11314	0
124599	0
10871	0
100131439	0
146723	0
342510	0
326624	15
146722	0
9368	15852
26151	644
54868	827
2905	14
2232	1217
283985	0
124590	0
92736	0
347741	0
283987	124
30850	937
3396	591
10476	2289
23510	947
9121	2
79637	258
30833	777
51155	2002
6613	4880
79902	940
23163	806
51081	1361
57409	558
60386	298
2885	1990
9772	2058
57513	374
283989	386
3993	193
80022	53
9400	542
643008	4
100130933	37
29115	1644
3691	3878
2584	604
3021	9382
85451	784
201294	1333
23558	5864
91107	1312
201292	866
64978	1184
85302	221
51	756
100134934	144
1018	71
2125	0
6730	1942
8811	4
353174	4
23265	2924
2302	1
114804	449
283991	711
84074	73
5635	946
8877	486
63893	924
15	3
79651	594
114757	1
768206	1
10610	23
55808	0
439921	3459
23210	586
124512	820
6427	4097
79157	301
146664	435
6397	2586
10801	9008
57690	152
11322	79
147138	1
100141515	0
9144	3229
7083	1899
125061	576
332	1987
283999	0
9021	148
9489	484
8632	43
9267	382
57602	1001
7077	35089
100653515	6
3959	16647
124583	1752
114897	64
64772	376
146713	1
339221	0
84733	144
57332	119
8535	688
125058	1405
55036	81
2548	2142
9775	1388
79092	12
6448	456
284129	74
57674	2853
284131	191
4884	0
57521	867
79643	604
10458	2070
9625	9
22994	481
146705	329
284184	1221
124565	2362
284186	0
100130370	0
57597	33
71	91960
25794	8
80233	791
55666	3273
83882	5609
5148	23
339229	589
339230	908
339231	308
9146	2447
6182	1589
1468	1031
2642	2
348262	876
116729	0
5034	31863
396	6560
10189	1620
51529	1087
256933	69
5833	1162
51547	529
4097	1238
5831	1808
255275	2
147111	1
79058	469
201254	1432
201255	549
5881	626
51181	771
5986	886
2873	2542
64118	1243
2194	7942
284001	534
9123	18376
1453	2949
924	0
6398	1
400629	6
2837	0
79701	914
284004	313
79415	988
26502	1282
3607	1825
56270	2385
10966	154
79672	619
64122	300
6904	3710
79755	1
146712	105
284207	475
9097	1625
9984	383
81035	39
1068	0
27098	8
494514	47
7298	868
55556	637
7525	936
116	133
64863	213
10403	605
23347	1258
84034	31
9663	1442
8736	4
10627	5393
103910	10917
7050	902
9229	1
642597	0
7541	222
23136	2238
645369	0
91133	97
79822	34
284217	1
339291	0
5797	1083
201475	715
23255	620
4729	1215
23253	532
57045	1348
10928	1537
9989	1274
11031	1663
84203	1
9218	2400
147495	602
8774	525
63895	0
646000	0
2774	30
57132	1368
65258	136
3613	296
342850	0
1149	0
84617	4920
10939	1339
10650	86
56907	1385
56984	1006
79959	145
5771	353
81929	636
55125	660
753	6
125228	395
8731	1116
4161	0
4158	0
162655	61
388468	0
102724631	0
374860	176
6093	1125
80000	55
114799	424
6632	1129
171586	240
57534	1122
2627	375
64693	0
5932	1075
91768	469
85019	118
8780	1548
29919	356
4864	2639
147463	58
3909	721
125488	214
26256	201
114876	1288
55364	672
59340	3
25925	30
6760	1367
143471	0
6875	131
284252	276
361	0
83539	0
1000	4792
1825	476
1824	464
1823	19
1828	0
147409	0
1830	0
1829	3239
7276	1
9331	252
147407	1
22878	685
54941	31
51444	409
4225	2
64762	186
57565	0
374864	0
80816	0
8715	5
1837	567
10982	1136
84307	234
100101467	232
7572	1315
252884	40
125476	612
2589	4676
83608	286
55197	1120
25800	2147
55250	784
55034	28
80206	448
25941	3215
57536	109
56853	16
5289	849
6014	1
6860	0
26040	142
8170	2
6563	0
284266	3
57724	1042
9050	232
498	8001
115106	322
147339	541
494470	0
125336	0
29906	3
9063	384
83473	37
100506888	0
728929	1
162699	0
51224	0
84064	593
51124	844
652991	0
4087	1920
201501	1
9811	1292
4092	354
54808	770
100526842	0
497661	75
6139	884
9388	162
10449	1347
4645	300
220136	23
4152	846
30827	681
220134	213
5596	0
83876	1
4200	1150
55520	86
4089	925
51320	942
1630	0
8932	1233
11201	315
147323	1
162681	222
284254	1
5874	186
80323	0
6925	115
9352	1681
23335	416
284257	0
51046	0
9480	91
2235	539
4677	4118
100505549	37
5205	1175
23327	817
115701	28
101927322	1
10892	492
55205	396
90701	340
2922	0
30062	9
339302	8
3998	4388
147372	493
5366	202
4160	2
28316	0
220441	6
23556	650
57614	700
8792	85
54877	531
23239	1187
596	141
2531	1190
9525	1092
5268	0
89777	0
5275	0
6318	0
6317	0
89778	0
8710	23
5055	8
5273	0
284293	0
5271	242
1005	4
28513	0
92126	356
54495	1118
79839	13
220164	67
10666	3
25914	343
9306	665
220158	0
147381	0
81832	0
201456	4
29090	518
1528	446
644041	0
125704	0
55748	1209
84735	0
55628	156
284273	578
10194	247
284274	0
9658	148
400658	0
7776	324
4155	1349
2587	0
27164	0
374868	221
4772	101
9150	302
26251	2
80148	560
440498	484
10907	1286
79863	428
22850	648
84552	118
81099	0
8612	245
54531	258
51298	0
126567	1
25759	46
284451	0
8174	2
91978	259
997	881
3004	0
682	26359
610	143
5442	947
27006	2
55658	807
10272	5576
400668	0
5064	501
126353	1
5725	4990
79948	2
566	0
5657	0
1991	0
1675	21
10025	678
91300	540
84634	0
1820	45
57418	588
116444	4
91304	2823
1265	1929
10347	186
23526	120
5434	2346
2879	7647
22904	581
6794	1094
255057	50
513	1904
90007	510
1153	1807
55009	466
1943	8
84939	726
374291	816
2593	884
26528	1739
6209	11136
10297	173
148223	370
54760	86
92840	94
339366	176
126520	1
399664	415
53615	1643
10975	2385
6929	1555
390874	0
148229	54
57455	394
83855	481
81926	1017
113179	70
113178	841
1455	1585
55643	1901
2872	1519
126308	378
113177	14
8943	3875
84444	688
55111	789
8175	665
268	85
126306	1
4946	7634
374872	1
645191	0
51690	647
56928	477
360200	18
26517	1061
84823	2205
4616	1947
2788	17
148252	107
29985	478
6449	1641
7064	1051
115196	84
148254	143
80032	0
126295	151
58492	80
79816	10
7089	56
166	5113
2767	918
2769	1
8698	2
56926	1646
60680	5
4782	1494
284422	0
83475	169
51343	860
100128569	53
126321	609
10362	1456
126326	0
6915	22
58509	423
23396	912
27134	3
9546	269
116541	303
84839	1
4145	1
23217	1
85300	0
27231	0
1613	1267
1938	62389
51588	396
51341	1212
5605	2785
84699	2
51548	442
170961	56
10148	1
55702	294
56961	0
126259	0
79187	294
55620	446
84954	189
6455	1906
10036	715
80700	2118
84717	1309
729359	11
440503	0
116844	0
10501	476
126282	221
56005	1938
91039	1402
100131094	17
55527	366
148022	221
10226	1678
645432	2
29128	373
23030	996
5802	516
148066	0
9667	999
6294	1239
125988	837
374875	298
25873	7538
9361	2245
257062	0
163154	12
56931	183
4902	2
2528	0
2525	0
2527	0
126328	1756
400673	39
828	49
8498	1077
5990	361
81616	3
4298	1083
125981	1
8192	1031
84266	430
5623	15
2962	1886
8570	2656
284427	10
79085	1669
92359	2
79958	1
10382	546
8744	157
970	99
8740	1
718	422
56927	1067
9322	1108
10045	7
7409	0
2015	90
284428	0
653656	0
125997	0
653657	0
79230	97
3643	654
23370	490
92960	75
374877	7
140467	1131
57192	422
10908	1255
57662	184
56949	616
100131801	367
126006	9
6813	599
56729	0
199675	0
126003	821
2208	0
339390	0
30835	0
10332	0
115704	393
80164	197
80131	383
5609	669
100507588	19
6618	260
404217	525
10469	604
1994	1273
6370	0
84467	0
79603	656
51293	1457
4701	855
256949	76
51129	258
9230	1392
51257	396
4670	3313
84106	0
84330	99
4542	16
81794	1
284382	0
284383	0
148156	102
85509	0
94025	0
125963	0
390882	0
125962	0
390883	0
57693	490
162998	0
125958	0
26648	0
374879	36
84527	68
100529215	1
7730	0
10781	228
147741	0
79088	34
7675	77
93134	580
54811	272
162993	33
54850	352
59286	1621
5300	1307
93145	7
50509	1
50700	1
55337	447
83854	10
56342	43
692312	0
5032	23
8666	2394
1786	1504
9294	30
51073	1113
3383	144
3386	0
7087	0
100125288	21
112812	300
125950	918
3385	124
7297	877
11140	3925
5141	25
9817	997
53637	166
84971	249
65095	512
1032	277
10053	547
57153	1790
3609	5091
81890	462
1785	2187
11018	480
255809	3
10498	1199
78992	754
90580	139
6597	2302
3949	2344
147841	550
25959	4768
57572	331
55908	1
26526	0
9545	160
374882	1566
126075	98
64748	458
126074	56
2057	318
57139	214
115948	53
5589	4859
1995	1
115950	65
51295	338
1264	0
84337	838
54	72
199692	216
55552	71
126068	80
126069	7
126070	84
90594	0
7620	0
90592	130
284390	2
163059	30
729747	1
284391	9
7568	56
90589	9
7695	55
51710	78
147837	47
79973	7
10224	32
90576	33
163051	23
163050	128
57474	49
163049	231
4125	1767
84292	194
51398	1047
1725	643
105372280	0
84261	192
30000	1882
79002	2750
439	2032
54831	1
29911	273
3726	1100
7001	4378
10535	751
83546	4
22983	84
1777	1304
10661	0
2639	222
256126	21
2193	1287
811	34410
5886	1868
90480	1102
199699	4
4784	800
4066	17
55621	623
112939	1056
8677	865
9592	511
773	1
81576	336
84245	569
28974	1183
65249	311
342977	7
79173	34
54862	581
79883	14
90379	330
5989	179
117579	0
9466	57
342979	0
113230	56
646457	1
90378	430
5566	1238
55723	1099
22859	209
976	221
10212	1022
5585	4224
5731	4
10755	3691
3337	3879
9524	2340
4713	1494
388512	0
84658	0
84449	116
30817	0
26664	0
26659	0
390892	0
26333	0
26658	0
6511	0
126402	0
23581	0
126370	0
85360	870
10994	1007
4854	20
79852	1
23476	733
10270	484
26993	835
58525	760
64926	0
114770	0
126410	0
11283	0
4051	3
66002	0
26538	0
26532	0
284433	0
26539	0
102724279	0
8529	0
57834	0
126541	0
7171	10403
4218	1300
84941	7
117286	0
26017	1593
8907	1468
10365	93
58513	874
125972	0
84167	172
10523	593
79939	1371
9441	305
79086	644
79041	71
284434	12
23309	920
9002	0
27151	0
93323	238
4650	1492
55850	307
79629	305
2063	1164
83878	0
29086	1530
126549	24
79575	551
64981	1247
79016	914
57719	247
84705	247
83483	0
684	73
93343	789
100130519	23
115861	0
376497	258
25796	1225
199786	2
79709	2882
23025	1
55201	640
23149	51
10331	17
3640	0
3718	32
6142	18208
6528	2
115098	1290
3780	2
27106	206
3594	0
23031	202
5296	2786
10437	303
84769	359
5864	56
5143	3
80726	53
3727	2205
25804	2200
54858	638
9518	15
126364	0
170463	1013
51477	136
8178	266
23770	5352
79036	1658
7311	11694
55049	310
9244	0
25789	45
55295	154
23373	273
1311	0
5976	1737
2657	0
10715	87
11316	2200
54555	672
9454	1080
10147	1746
93436	450
284439	144
54929	465
4207	1
100271849	0
729991	150
8625	464
126382	211
1463	0
404037	0
53345	1
57794	572
23383	708
54815	834
83983	26
51079	2096
374887	43
148113	4
80714	26
9170	83
51291	160
57130	1314
94039	74
7561	53
440515	67
56242	109
81931	20
91120	31
7643	47
90649	76
100129842	90
199777	1
7639	37
80264	114
148206	185
170959	124
7562	98
284443	111
353088	39
163227	60
7594	1
7757	0
113835	0
163223	0
100287226	0
148198	0
57615	0
7652	0
388523	0
100129543	1
7644	295
171392	112
148213	34
730087	3
9534	221
7386	1395
342865	0
10775	626
79156	109
83636	294
898	166
8725	924
9745	0
57616	20
100507527	0
22847	404
147991	447
9141	810
84079	561
388531	15
390916	302
91646	1
11136	0
84902	304
91442	102
85415	391
55094	210
126248	11
4037	1029
56301	0
1050	18
1054	341
5184	1365
64377	0
79047	1
26065	1892
9710	688
2821	8233
84306	158
10054	1857
126374	306
284402	0
55900	109
339318	127
148103	33
90075	30
126375	35
57655	874
6324	26
3249	1
5349	0
163175	1
5348	0
53822	0
53827	477
148109	0
51599	404
7392	1224
57817	0
4099	0
933	22
2864	0
2865	0
2867	0
388533	4
93099	987
374897	17
26330	95
10430	1783
495	4
23354	282
79171	1086
2116	12
1340	2904
11045	3
27033	8
9757	596
79713	42
199746	65
55851	889
55957	102
126393	13
148137	141
115703	116
58510	0
4868	2
84063	2
333	1824
84807	66
10870	13
7305	0
79414	248
644096	176
163183	7
84964	271
101927572	4
25999	334
199745	92
284403	298
728361	1
5438	558
1155	904
826	6694
1346	2
147929	42
7705	1410
57677	87
284406	1
84924	92
339324	228
57711	223
84911	85
92283	109
163081	107
342892	38
728485	1
388536	63
25850	45
374899	34
374900	26
147923	102
199704	94
92285	53
163087	56
284459	258
84503	63
148266	40
148268	12
390927	9
163255	7
51276	42
22835	74
163115	0
84775	114
126231	12
83889	0
23094	895
8193	26
94274	0
10653	1244
90522	1078
64073	0
9424	94
57828	14
5714	3049
199720	16
399473	215
147965	163
115727	0
6261	2
11184	5
27335	2537
81	20513
147968	9
3963	0
653499	0
3960	1
1891	1381
3191	3448
126432	17
22933	899
4793	272
643669	5
54938	287
6183	651
115290	564
126433	212
390928	0
10298	950
342897	1
342898	0
282617	0
101180976	0
282616	0
282618	0
57622	63
9535	3
55095	1664
54623	1041
55588	1064
7538	155
64857	238
6217	14684
6829	2022
92609	923
10683	31
348303	0
126272	65
163126	253
29124	0
148003	0
56891	0
1178	0
342900	0
9149	408
2091	2609
8857	4
5704	1683
339327	65
163131	155
284323	227
4294	181
148014	5
79935	6
208	1749
126526	204
23646	2929
147746	2
57716	64
29950	160
29946	406
645	837
57731	16
92799	767
8425	1027
9253	396
79934	266
80271	190
284325	199
6626	1206
8190	3
53916	167
112398	752
1548	2
1549	0
1555	0
1553	0
1572	0
29785	0
558	5339
11100	5383
90324	375
7040	981
80776	32
641649	36
56915	300
593	790
374907	2
55101	560
100170765	0
90273	0
1089	0
1087	0
1048	0
4680	0
1084	0
147719	0
63946	0
6223	16210
973	9
9138	932
10567	1468
478	155
2901	386
64763	380
5452	7
162989	656
116115	179
2931	1378
2077	1214
23152	1564
5050	454
284338	17
284339	5
1954	2555
84518	5
3991	205
284340	1
634	27
1088	0
5671	40
440533	8
5669	1278
5675	2
5676	26
5680	35
5670	20
5673	59
5672	5504
5678	65
57126	22
83639	0
27076	14
653583	195
23474	712
284346	27
7515	669
390940	57
126298	209
79177	216
126299	372
100170229	7
199731	1963
5329	360
56269	0
56006	733
3783	298
284348	0
284349	55
342908	45
7596	207
7638	19
7711	117
7773	72
7673	48
7766	94
342909	26
7767	171
7768	79
10780	93
7769	255
7770	232
353355	42
9310	41
7771	153
26974	54
7772	129
7733	161
125931	0
147710	3
5817	1903
56971	148
388551	0
602	226
23624	0
4059	963
5819	2036
10452	1612
348	72
341	68
346	0
344	0
1209	2332
5971	86
11129	376
162979	14
79760	269
284352	960
284353	3
79090	146
388552	163
90332	1
57787	709
1158	11
147700	156
2068	748
10848	1038
10849	133
2067	1069
2354	43
6253	208
147699	49
7408	1239
80207	506
2828	0
24139	229
2696	21
6633	1885
54814	335
23403	216
388553	1
147912	309
1760	913
1762	519
81492	1
8189	1292
3171	0
26145	449
339344	139
339345	0
4858	0
729440	100
8993	3
444882	2
388555	9
147920	0
374918	25
64344	0
5536	1490
83987	0
55228	303
100506012	9
57469	0
808	4043
5739	0
94235	0
147906	5
25865	492
